user_id,age,gender,country,device_type,app_version,sessions_per_week,avg_session_duration_min,daily_active_minutes,feature_clicks_per_session,notifications_opened_per_week,in_app_search_count,pages_viewed_per_session,crash_events_last_30_days,support_tickets_raised,days_since_last_login,subscription_type,ads_clicked_last_30_days,content_downloads,social_shares,rating_given,churn_risk_score,engagement_score,account_age_days,marketing_source,Cluster,Segment
103590,39,Male,India,Web,1.1,6,15.17,42.3,14,4,6,20,1,0,17,Premium,9,1,2,5.0,0.86,56.44,888,Facebook Ads,0,Cluster 0
103591,58,Male,Singapore,Web,1.1,8,2.22,31.03,13,5,4,11,0,0,30,Basic,3,3,3,3.0,0.25,69.65,744,Referral,3,Cluster 3
103592,34,Male,USA,Android,2.0,8,14.11,80.12,17,2,8,8,0,0,41,Free,5,8,2,2.0,1.0,83.89,512,Google Ads,3,Cluster 3
103593,43,Male,USA,Android,1.0,7,13.79,50.33,15,6,3,13,0,0,15,Premium,3,2,0,4.0,0.5,89.35,670,Referral,1,Cluster 1
103594,24,Male,India,Android,1.0,6,24.52,37.03,12,3,4,17,0,1,25,Free,7,5,3,4.0,0.54,65.83,341,Organic,2,Cluster 2
103595,59,Female,Singapore,Android,2.0,8,33.5,29.59,15,6,2,7,1,0,4,Free,5,2,2,3.0,0.05,74.78,1086,Organic,0,Cluster 0
103596,43,Male,Canada,Web,2.0,9,6.2,57.9,18,6,7,14,0,0,13,Free,4,5,1,4.0,0.12,66.48,786,Google Ads,1,Cluster 1
103597,42,Female,India,Web,2.0,8,23.37,60.34,5,5,6,16,0,0,9,Free,4,3,0,4.0,0.52,74.03,268,Organic,1,Cluster 1
103598,27,Female,Canada,Android,1.0,13,1.32,15.45,15,5,5,8,0,0,3,Free,7,2,2,3.0,0.49,68.56,83,Facebook Ads,3,Cluster 3
103599,36,Female,USA,iOS,2.0,9,3.95,46.85,10,6,3,6,1,0,28,Basic,5,0,2,4.0,0.01,72.74,575,Google Ads,0,Cluster 0
103600,28,Female,India,iOS,2.1,11,21.9,69.58,12,5,5,6,0,0,13,Basic,11,3,2,4.0,0.21,91.68,1161,Organic,1,Cluster 1
103601,30,Female,UK,iOS,2.0,4,3.63,35.22,11,10,5,22,0,0,1,Basic,6,2,1,4.0,0.3,80.29,1160,Organic,1,Cluster 1
103602,25,Male,UK,Android,1.2,8,5.12,101.72,16,6,4,23,0,0,43,Free,8,5,1,3.0,0.53,62.19,713,Organic,3,Cluster 3
103603,57,Male,UK,Android,1.1,5,12.86,44.03,11,5,4,17,0,0,10,Free,7,4,1,4.0,0.86,68.19,161,Referral,1,Cluster 1
103604,21,Female,Australia,Android,1.0,8,2.37,19.28,8,4,3,19,1,0,35,Premium,6,2,2,4.0,0.2,86.28,454,Organic,0,Cluster 0
103605,48,Male,Canada,Android,1.0,7,6.15,66.26,10,3,6,24,0,0,26,Free,14,1,1,3.0,0.07,49.27,258,Email Campaign,3,Cluster 3
103606,45,Female,Germany,iOS,2.1,8,4.16,51.38,17,4,5,17,0,1,39,Free,7,2,0,4.0,0.08,67.64,385,Google Ads,2,Cluster 2
103607,28,Female,India,iOS,2.0,7,20.79,56.54,11,6,5,14,0,0,5,Premium,7,4,1,3.0,0.47,68.52,1077,Google Ads,3,Cluster 3
103608,18,Female,USA,Android,1.1,6,3.88,42.19,9,3,6,15,1,0,31,Free,6,2,0,3.0,0.83,70.78,70,Facebook Ads,0,Cluster 0
103609,55,Male,Singapore,iOS,1.2,10,7.94,72.66,9,2,5,7,0,0,3,Premium,8,3,1,4.0,0.41,69.47,451,Facebook Ads,1,Cluster 1
103610,41,Male,USA,Android,1.0,6,4.17,44.91,14,6,5,8,0,0,33,Free,6,1,2,4.0,0.55,50.68,867,Facebook Ads,1,Cluster 1
103611,48,Male,India,iOS,1.0,8,4.12,21.77,15,8,7,5,0,0,18,Free,2,5,0,3.0,0.77,51.9,1015,Google Ads,3,Cluster 3
103612,58,Female,USA,Android,2.0,8,6.28,48.57,4,7,2,18,0,0,30,Premium,5,3,1,4.0,0.25,91.86,598,Organic,1,Cluster 1
103613,43,Female,Canada,Android,1.2,7,26.58,39.42,10,6,1,3,1,0,5,Free,4,5,2,5.0,0.27,64.02,60,Email Campaign,0,Cluster 0
103614,22,Male,India,Android,1.2,10,1.24,43.01,15,2,6,9,0,0,24,Free,3,5,2,1.0,0.28,63.2,796,Facebook Ads,3,Cluster 3
103615,37,Male,India,Android,2.0,4,18.08,5.0,15,5,3,21,2,0,4,Premium,9,2,2,4.0,0.34,72.67,191,Google Ads,0,Cluster 0
103616,58,Male,Germany,Android,1.0,7,26.82,37.35,6,2,2,15,1,0,19,Free,2,2,0,2.0,0.05,68.69,1168,Organic,3,Cluster 3
103617,28,Female,USA,Web,1.2,8,1.73,56.76,7,1,2,11,0,0,12,Free,7,4,6,5.0,0.02,68.21,723,Organic,1,Cluster 1
103618,50,Male,USA,Android,2.0,7,5.75,57.09,6,4,3,3,1,0,17,Free,6,1,2,3.0,0.62,56.19,921,Email Campaign,0,Cluster 0
103619,55,Male,India,Web,1.1,3,24.64,21.07,9,7,4,16,0,0,31,Premium,4,2,0,4.0,0.7,78.96,148,Organic,1,Cluster 1
103620,44,Male,Germany,iOS,1.2,5,1.95,57.46,13,6,5,15,0,1,32,Free,9,6,2,4.0,0.45,80.97,802,Facebook Ads,2,Cluster 2
103621,51,Male,India,Android,1.0,8,12.95,73.42,7,10,7,11,1,1,23,Basic,6,4,2,4.0,0.08,55.02,1153,Facebook Ads,2,Cluster 2
103622,32,Female,India,Android,1.2,5,21.18,75.53,17,5,4,6,1,0,1,Free,5,7,0,4.0,0.66,39.83,282,Facebook Ads,0,Cluster 0
103623,49,Male,India,iOS,1.1,4,9.01,16.67,8,3,3,21,1,0,4,Premium,12,6,0,4.0,0.91,47.23,1038,Google Ads,0,Cluster 0
103624,38,Female,USA,iOS,2.0,9,5.62,8.42,13,3,4,22,0,0,15,Basic,7,4,3,3.0,0.88,58.16,1019,Email Campaign,3,Cluster 3
103625,22,Male,Singapore,iOS,1.2,5,18.67,49.39,10,5,3,7,0,1,15,Basic,3,4,2,5.0,0.55,77.35,913,Facebook Ads,2,Cluster 2
103626,23,Female,India,iOS,1.1,5,2.37,71.51,14,7,4,5,0,0,5,Free,5,4,1,3.0,0.98,64.46,345,Organic,3,Cluster 3
103627,55,Female,UK,iOS,1.1,6,8.48,65.99,8,7,5,16,0,1,3,Free,3,6,2,4.0,0.75,59.92,763,Google Ads,2,Cluster 2
103628,39,Male,USA,Android,1.1,10,3.9,68.8,10,0,3,17,0,0,13,Free,3,3,2,1.0,0.98,60.07,1059,Organic,3,Cluster 3
103629,35,Male,India,Android,1.2,7,13.57,34.63,11,2,2,21,0,0,14,Free,4,4,4,4.0,0.89,75.43,480,Email Campaign,1,Cluster 1
103630,31,Male,India,iOS,2.1,14,15.2,51.88,15,0,6,6,0,0,27,Premium,4,7,1,4.0,0.37,80.97,1117,Facebook Ads,1,Cluster 1
103631,27,Male,India,iOS,2.0,11,9.0,56.71,11,4,2,17,0,0,9,Basic,8,4,2,5.0,0.02,78.39,13,Google Ads,1,Cluster 1
103632,30,Female,India,Android,1.1,9,18.85,37.69,14,2,1,19,0,0,31,Free,8,5,2,3.0,0.53,47.5,683,Facebook Ads,3,Cluster 3
103633,48,Female,USA,Android,2.0,5,26.88,35.4,10,0,1,17,2,1,33,Premium,7,3,0,3.0,0.77,41.02,698,Facebook Ads,0,Cluster 0
103634,47,Male,India,Android,1.1,7,26.6,5.0,18,6,5,23,1,0,26,Free,4,2,5,4.0,0.92,79.97,1184,Organic,0,Cluster 0
103635,20,Female,India,Android,1.0,8,22.73,59.25,15,5,2,7,0,0,43,Free,4,5,5,4.0,0.72,33.62,250,Google Ads,1,Cluster 1
103636,47,Male,Australia,Web,1.0,6,16.35,43.63,16,5,2,5,0,0,38,Free,4,5,1,3.0,0.94,67.19,569,Organic,3,Cluster 3
103637,23,Male,Germany,Web,1.0,10,3.01,65.99,15,5,2,13,0,0,44,Free,7,6,1,3.0,0.57,47.74,1129,Facebook Ads,3,Cluster 3
103638,46,Female,India,Android,2.0,11,5.75,43.85,5,2,3,12,0,2,44,Free,4,2,2,4.0,0.72,93.5,462,Facebook Ads,2,Cluster 2
103639,25,Female,India,iOS,1.1,9,10.35,36.51,10,4,3,7,0,1,38,Free,8,2,1,5.0,0.56,91.81,744,Organic,2,Cluster 2
103640,50,Male,Germany,Android,1.0,3,14.68,5.67,8,4,3,15,0,0,35,Basic,5,2,1,5.0,0.84,57.66,769,Referral,1,Cluster 1
103641,34,Male,Canada,Android,2.0,5,28.21,65.2,12,5,8,14,2,0,18,Premium,5,3,4,4.0,0.89,70.1,633,Google Ads,0,Cluster 0
103642,28,Female,India,Web,1.0,7,9.29,43.67,12,8,4,11,0,0,5,Free,14,0,2,4.0,0.02,72.32,778,Organic,1,Cluster 1
103643,30,Female,USA,Android,1.1,5,4.61,31.62,14,5,4,22,1,0,23,Free,6,3,2,4.0,0.01,45.63,1048,Facebook Ads,0,Cluster 0
103644,28,Female,Germany,iOS,1.0,10,2.5,26.24,22,5,2,13,2,0,6,Free,6,2,1,5.0,0.16,67.24,836,Referral,0,Cluster 0
103645,48,Male,Singapore,Android,1.2,5,8.86,43.74,8,4,2,15,1,0,28,Free,6,2,0,5.0,0.37,61.92,205,Facebook Ads,0,Cluster 0
103646,45,Female,USA,Android,1.0,3,25.03,36.97,13,3,3,4,1,0,7,Premium,7,3,1,3.0,0.86,72.52,789,Facebook Ads,0,Cluster 0
103647,23,Male,USA,Android,1.2,9,12.37,34.91,9,2,2,5,1,0,14,Free,6,3,3,4.0,0.94,73.93,994,Google Ads,0,Cluster 0
103648,58,Female,Australia,iOS,2.1,14,14.96,29.33,18,5,3,5,1,0,21,Free,3,4,3,4.0,0.78,62.22,782,Facebook Ads,0,Cluster 0
103649,33,Male,Canada,Android,2.1,12,9.19,40.45,11,3,3,13,1,0,2,Premium,4,3,1,3.0,0.47,62.18,1190,Email Campaign,0,Cluster 0
103650,21,Male,Canada,Android,1.0,8,13.94,19.94,14,8,2,20,0,0,36,Free,3,2,5,3.0,0.23,62.49,550,Organic,3,Cluster 3
103651,52,Female,USA,iOS,2.0,8,8.68,46.77,5,10,5,18,1,0,17,Free,11,4,0,2.0,0.01,68.27,614,Google Ads,3,Cluster 3
103652,43,Female,India,Web,2.0,11,8.66,51.64,7,3,5,19,0,1,14,Free,5,3,3,5.0,0.25,52.08,252,Organic,2,Cluster 2
103653,29,Male,India,Android,2.0,11,18.88,17.08,23,3,6,9,0,1,28,Basic,6,5,3,2.0,0.65,66.56,918,Referral,2,Cluster 2
103654,28,Female,Singapore,Web,2.0,10,28.25,104.0,16,5,3,24,1,1,41,Free,5,1,3,2.0,0.25,91.07,348,Google Ads,2,Cluster 2
103655,54,Female,India,Android,2.0,8,33.54,77.97,13,7,2,5,0,0,7,Free,2,1,4,4.0,0.3,65.02,1060,Email Campaign,1,Cluster 1
103656,42,Male,India,Android,1.2,6,2.98,8.83,16,8,4,23,0,0,31,Free,9,2,1,5.0,0.75,79.7,273,Organic,1,Cluster 1
103657,35,Male,USA,Android,1.0,9,4.88,59.32,13,3,3,10,1,1,12,Basic,5,2,2,4.0,0.44,64.29,907,Google Ads,2,Cluster 2
103658,36,Male,Germany,Web,1.0,8,26.46,35.13,9,6,1,23,0,0,10,Free,8,2,1,4.0,0.63,73.02,352,Facebook Ads,1,Cluster 1
103659,40,Male,UK,iOS,1.0,10,12.44,39.72,17,7,1,16,0,0,9,Free,3,1,3,3.0,0.2,60.64,470,Referral,3,Cluster 3
103660,55,Other,India,Web,2.0,12,10.76,25.95,17,3,6,13,1,0,36,Free,8,2,2,5.0,0.21,76.9,240,Organic,0,Cluster 0
103661,35,Female,India,iOS,2.0,12,11.27,36.48,11,5,5,6,0,0,14,Free,6,1,3,4.0,0.09,42.24,995,Email Campaign,1,Cluster 1
103662,43,Female,Germany,iOS,2.1,7,8.74,70.25,16,2,4,10,0,1,43,Basic,8,5,0,4.0,0.66,53.79,275,Google Ads,2,Cluster 2
103663,23,Female,India,Android,1.2,7,9.94,46.05,16,4,5,22,1,0,32,Basic,6,2,1,5.0,0.54,30.55,539,Google Ads,0,Cluster 0
103664,21,Female,Germany,Android,1.0,5,15.08,40.16,9,2,2,16,1,0,28,Free,5,3,2,3.0,0.61,77.9,645,Google Ads,0,Cluster 0
103665,46,Male,India,Android,1.0,10,6.0,35.79,14,6,6,9,0,0,9,Free,8,6,2,4.0,0.5,61.88,1167,Organic,1,Cluster 1
103666,51,Female,India,iOS,1.1,8,5.33,66.28,18,8,5,5,0,0,39,Free,10,2,2,4.0,0.64,68.32,934,Organic,1,Cluster 1
103667,34,Female,India,iOS,2.1,15,8.23,33.82,10,11,3,7,0,1,34,Free,5,2,2,4.0,0.95,73.36,817,Referral,2,Cluster 2
103668,33,Male,USA,iOS,1.0,9,1.31,27.44,7,6,3,6,0,2,13,Free,3,4,1,4.0,0.37,55.74,981,Organic,2,Cluster 2
103669,19,Female,Australia,iOS,1.0,6,9.47,39.36,14,2,8,15,0,0,1,Free,6,5,2,5.0,0.63,78.65,134,Organic,1,Cluster 1
103670,51,Male,UK,iOS,2.0,6,16.42,15.51,14,7,2,6,0,0,33,Free,5,2,1,1.0,0.49,62.47,895,Google Ads,3,Cluster 3
103671,25,Female,Canada,Android,1.1,9,3.79,61.2,12,4,6,19,1,1,19,Premium,5,2,2,5.0,0.75,67.64,472,Google Ads,2,Cluster 2
103672,30,Other,Germany,Android,1.2,6,8.03,10.73,13,3,2,10,0,0,17,Free,9,4,2,2.0,0.54,43.37,1064,Google Ads,3,Cluster 3
103673,59,Female,India,Android,1.1,7,12.81,5.0,19,5,1,21,0,0,2,Free,8,4,1,4.0,0.68,54.34,289,Referral,1,Cluster 1
103674,25,Male,UK,Android,2.0,6,17.63,73.89,10,6,4,9,0,1,26,Free,8,2,1,3.0,0.44,67.87,920,Email Campaign,2,Cluster 2
103675,47,Female,India,Android,2.0,9,21.39,80.23,13,5,5,6,1,0,16,Premium,11,1,1,4.0,0.95,77.45,609,Organic,0,Cluster 0
103676,49,Female,USA,Android,1.2,5,7.99,65.24,7,5,6,3,1,0,4,Free,9,0,2,3.0,0.1,60.4,915,Organic,0,Cluster 0
103677,53,Female,India,Android,1.2,13,23.7,23.12,10,4,2,18,1,0,16,Free,5,3,0,3.0,0.31,70.94,96,Google Ads,0,Cluster 0
103678,47,Male,India,Android,1.1,10,3.44,37.5,12,6,6,8,0,0,29,Basic,2,3,1,5.0,0.79,54.07,738,Email Campaign,1,Cluster 1
103679,18,Female,UK,Android,1.1,8,21.3,57.73,11,7,3,3,1,0,36,Free,7,2,2,4.0,0.24,83.34,9,Google Ads,0,Cluster 0
103680,56,Male,Germany,Android,2.0,4,4.91,15.22,9,1,5,23,0,0,14,Basic,5,5,3,4.0,0.92,81.73,313,Referral,1,Cluster 1
103681,34,Female,USA,Android,2.1,5,25.59,30.39,13,3,1,5,0,0,24,Basic,4,6,4,4.0,0.71,49.58,190,Referral,1,Cluster 1
103682,37,Female,India,iOS,2.0,8,10.51,9.8,11,2,4,19,0,0,10,Free,6,2,1,1.0,0.8,68.48,499,Email Campaign,3,Cluster 3
103683,41,Female,Canada,iOS,2.1,6,1.04,36.94,14,3,6,11,0,1,31,Free,10,2,2,4.0,0.62,100.0,588,Facebook Ads,2,Cluster 2
103684,39,Female,India,iOS,2.0,8,10.73,43.23,13,5,7,22,0,0,21,Free,8,5,2,4.0,0.34,77.18,230,Email Campaign,1,Cluster 1
103685,46,Female,UK,Web,1.1,7,6.57,19.5,10,7,8,5,0,0,27,Free,7,2,0,4.0,0.18,82.82,627,Organic,1,Cluster 1
103686,39,Female,Canada,Android,1.1,11,17.43,18.95,14,3,3,10,1,0,22,Basic,3,3,1,4.0,0.55,58.85,772,Google Ads,0,Cluster 0
103687,26,Female,India,iOS,1.1,12,8.99,41.93,22,3,2,4,1,1,14,Free,4,7,2,4.0,0.57,58.04,1019,Organic,2,Cluster 2
103688,54,Male,India,Android,1.1,10,10.0,51.45,7,7,3,10,0,2,36,Premium,9,5,1,3.0,0.8,85.97,275,Organic,2,Cluster 2
103689,27,Female,India,Android,1.0,5,13.4,40.41,10,5,6,19,0,0,18,Free,6,3,0,4.0,0.84,58.67,321,Organic,1,Cluster 1
103690,53,Male,Australia,iOS,2.1,15,5.67,48.01,15,8,3,19,0,1,5,Premium,4,3,0,3.0,0.16,65.49,672,Referral,2,Cluster 2
103691,54,Female,Australia,Android,1.1,9,8.8,52.07,13,4,5,3,1,0,15,Free,6,5,3,4.0,0.55,53.0,1070,Google Ads,0,Cluster 0
103692,45,Male,Germany,iOS,2.0,5,4.14,5.0,8,8,4,11,0,0,2,Free,5,4,2,4.0,0.8,73.97,997,Email Campaign,1,Cluster 1
103693,45,Male,India,iOS,1.1,5,25.53,64.5,14,4,7,6,0,0,39,Premium,5,3,6,3.0,0.39,74.17,1041,Referral,3,Cluster 3
103694,59,Female,UK,Android,1.1,10,24.21,55.27,9,5,2,16,0,0,28,Premium,5,0,2,4.0,0.28,60.62,45,Google Ads,1,Cluster 1
103695,38,Female,Germany,Android,1.1,8,9.19,48.3,13,2,1,16,1,0,8,Premium,2,7,2,3.0,0.53,79.71,890,Organic,0,Cluster 0
103696,41,Male,India,Android,2.0,6,20.74,25.73,14,5,4,20,0,0,12,Free,8,3,4,5.0,0.21,58.9,983,Referral,1,Cluster 1
103697,59,Male,India,Android,2.1,14,28.15,34.64,14,7,7,10,3,2,36,Free,9,2,0,5.0,0.48,49.96,477,Google Ads,2,Cluster 2
103698,57,Male,UK,Android,1.1,9,24.62,61.05,12,4,4,21,0,0,5,Free,4,2,3,4.0,0.16,45.07,687,Organic,1,Cluster 1
103699,19,Female,India,Android,1.1,5,16.96,21.18,11,3,4,20,0,0,27,Basic,3,2,4,5.0,0.2,89.24,514,Facebook Ads,1,Cluster 1
103700,25,Male,India,iOS,2.0,10,21.34,39.19,8,4,4,6,0,0,28,Free,7,5,3,3.0,0.92,63.83,548,Google Ads,3,Cluster 3
103701,44,Female,UK,iOS,2.0,8,26.05,27.23,12,5,2,3,2,1,15,Free,6,0,3,2.0,0.56,55.23,804,Facebook Ads,0,Cluster 0
103702,39,Male,USA,iOS,1.2,7,31.33,18.71,11,0,6,14,2,0,27,Free,8,6,2,2.0,0.16,63.85,93,Google Ads,0,Cluster 0
103703,54,Female,Australia,iOS,1.0,9,17.43,62.83,7,6,4,10,0,0,28,Free,2,1,2,3.0,0.4,78.88,142,Facebook Ads,3,Cluster 3
103704,44,Female,UK,Android,1.2,11,25.38,14.57,14,6,4,17,0,0,2,Free,6,1,2,2.0,0.32,81.05,1156,Organic,3,Cluster 3
103705,46,Male,Germany,Android,1.2,3,12.99,21.74,9,4,3,5,1,0,40,Basic,5,6,1,3.0,0.69,75.74,151,Organic,0,Cluster 0
103706,20,Male,USA,iOS,1.2,8,4.6,68.61,7,5,1,9,1,0,5,Free,4,2,0,3.0,0.92,65.49,281,Email Campaign,0,Cluster 0
103707,30,Female,UK,iOS,1.0,9,10.72,28.33,15,0,8,5,1,0,42,Basic,8,3,2,4.0,0.84,62.87,14,Organic,0,Cluster 0
103708,27,Other,India,Android,2.1,10,8.58,38.42,16,7,4,11,0,0,20,Free,4,2,2,5.0,0.79,40.25,333,Facebook Ads,1,Cluster 1
103709,53,Other,Canada,Android,2.1,9,4.33,81.34,14,2,6,3,0,1,34,Free,3,4,3,1.0,0.79,16.73,477,Referral,3,Cluster 3
103710,26,Male,USA,Android,1.0,7,8.56,31.7,14,9,2,7,0,0,15,Free,4,4,4,5.0,0.17,68.43,50,Referral,1,Cluster 1
103711,44,Male,USA,Android,1.2,10,4.07,86.64,11,3,5,10,0,1,4,Basic,6,1,1,5.0,0.51,55.62,1054,Facebook Ads,2,Cluster 2
103712,51,Male,Singapore,Android,1.2,9,6.08,49.86,16,4,7,13,0,0,1,Basic,5,2,1,2.0,0.78,42.5,204,Organic,3,Cluster 3
103713,18,Male,India,iOS,1.0,10,6.18,60.83,14,5,3,3,1,0,9,Basic,4,2,4,4.0,0.43,43.99,1107,Google Ads,0,Cluster 0
103714,49,Male,India,Android,2.0,12,14.5,19.75,16,7,3,4,1,0,38,Free,10,3,4,4.0,1.0,46.87,368,Google Ads,0,Cluster 0
103715,42,Female,India,Android,2.0,12,39.97,27.12,11,8,4,24,0,0,20,Free,6,7,6,4.0,0.83,67.53,1157,Google Ads,1,Cluster 1
103716,46,Female,Germany,Web,1.1,9,10.84,5.0,13,3,3,7,1,0,20,Free,6,1,4,4.0,0.98,60.45,602,Organic,0,Cluster 0
103717,24,Female,India,Android,1.0,9,10.19,53.89,14,6,4,20,1,0,44,Free,5,2,2,4.0,0.89,85.52,88,Google Ads,0,Cluster 0
103718,20,Male,Singapore,iOS,1.1,6,34.87,58.3,13,5,6,4,0,0,41,Free,3,5,0,4.0,0.83,54.27,700,Organic,1,Cluster 1
103719,37,Male,UK,iOS,2.0,6,18.12,36.2,14,6,4,17,0,0,41,Free,5,1,4,5.0,0.27,47.46,697,Referral,1,Cluster 1
103720,37,Male,India,Android,1.1,4,7.5,68.83,14,6,2,21,0,0,14,Basic,7,2,3,3.0,0.57,88.51,750,Email Campaign,3,Cluster 3
103721,47,Female,India,Android,1.1,8,13.76,52.74,10,8,3,21,1,1,6,Basic,9,4,1,4.0,0.03,60.05,775,Referral,2,Cluster 2
103722,52,Female,USA,Android,1.1,9,6.67,41.8,6,7,2,22,0,0,17,Free,5,3,1,3.0,0.56,47.0,653,Facebook Ads,3,Cluster 3
103723,52,Male,USA,Android,1.2,8,19.12,63.79,11,7,4,7,0,0,17,Basic,8,0,2,5.0,0.62,73.53,712,Google Ads,1,Cluster 1
103724,56,Female,India,Android,1.0,12,7.22,56.69,8,7,5,4,0,2,33,Free,13,4,0,4.0,0.18,49.09,121,Organic,2,Cluster 2
103725,44,Male,India,Android,2.1,8,19.53,83.42,10,4,6,17,0,0,24,Free,9,3,2,4.0,0.08,46.37,737,Referral,1,Cluster 1
103726,43,Female,Germany,Android,1.0,9,5.62,26.73,5,3,6,21,1,1,24,Basic,3,3,1,4.0,0.29,41.29,141,Referral,2,Cluster 2
103727,31,Male,USA,Android,1.0,12,6.54,53.72,10,7,3,9,0,0,26,Basic,8,2,2,5.0,0.47,51.48,127,Organic,1,Cluster 1
103728,34,Male,USA,Android,1.2,11,4.87,58.97,12,3,3,21,0,1,8,Free,6,1,4,2.0,0.07,64.98,521,Google Ads,2,Cluster 2
103729,35,Male,India,Android,1.2,10,7.15,64.09,7,4,5,7,0,0,39,Free,6,6,2,4.0,0.88,79.28,522,Google Ads,1,Cluster 1
103730,46,Female,UK,Web,1.1,11,5.28,49.66,12,1,2,8,0,1,25,Free,7,1,2,1.0,0.57,58.62,97,Facebook Ads,3,Cluster 3
103731,37,Male,USA,iOS,1.2,8,10.01,83.58,9,9,2,15,0,0,28,Basic,6,3,1,1.0,0.54,67.63,1003,Google Ads,3,Cluster 3
103732,44,Female,Australia,iOS,1.1,5,10.83,32.47,12,9,3,16,1,0,30,Basic,4,2,2,4.0,0.33,71.32,1151,Email Campaign,0,Cluster 0
103733,35,Female,USA,Android,1.2,8,8.98,40.13,9,5,7,3,2,0,27,Free,7,5,2,4.0,0.13,89.49,151,Organic,0,Cluster 0
103734,21,Female,USA,Android,1.2,6,19.58,74.63,15,2,5,19,1,1,27,Free,6,1,0,4.0,0.76,65.81,141,Facebook Ads,2,Cluster 2
103735,18,Male,India,iOS,2.0,7,19.61,51.19,13,4,1,8,0,0,23,Free,12,5,3,5.0,0.63,100.0,1175,Organic,1,Cluster 1
103736,18,Female,India,Android,1.1,14,3.27,31.91,12,3,4,24,0,0,0,Free,10,0,0,3.0,0.19,72.8,868,Email Campaign,3,Cluster 3
103737,43,Female,India,Android,1.2,7,12.83,49.5,3,3,1,3,0,0,43,Free,4,3,1,3.0,0.71,78.11,771,Organic,3,Cluster 3
103738,37,Male,India,Android,2.1,7,7.21,87.65,14,8,4,21,0,2,34,Premium,4,1,3,4.0,0.55,76.57,191,Referral,2,Cluster 2
103739,40,Male,UK,Android,2.1,9,9.6,56.99,14,9,6,22,0,0,25,Free,4,5,1,4.0,0.1,64.65,86,Referral,1,Cluster 1
103740,27,Male,India,Android,1.0,7,1.46,48.82,15,6,3,3,0,0,1,Free,5,2,1,4.0,0.82,83.44,1108,Google Ads,1,Cluster 1
103741,28,Female,UK,Android,1.2,10,9.05,27.41,10,6,0,17,2,0,18,Basic,7,4,1,5.0,0.37,82.27,869,Google Ads,0,Cluster 0
103742,58,Male,USA,iOS,1.1,5,25.08,24.04,10,4,7,7,0,0,24,Free,2,3,1,4.0,0.46,83.04,571,Google Ads,1,Cluster 1
103743,58,Female,India,iOS,2.0,11,10.4,64.57,16,3,4,6,0,0,10,Free,2,3,3,5.0,0.15,62.73,473,Google Ads,1,Cluster 1
103744,22,Male,USA,iOS,1.0,11,23.19,28.13,14,6,7,6,0,0,7,Free,5,1,4,2.0,0.6,54.18,505,Google Ads,3,Cluster 3
103745,18,Male,UK,Android,1.2,10,13.73,25.38,10,3,4,12,0,0,5,Free,7,3,1,4.0,0.28,65.26,19,Google Ads,1,Cluster 1
103746,34,Female,India,Android,2.1,6,3.92,58.33,12,4,6,14,0,0,27,Basic,10,2,0,4.0,0.43,35.74,285,Email Campaign,1,Cluster 1
103747,39,Female,USA,iOS,2.0,11,5.71,62.73,14,6,5,20,0,1,39,Free,4,1,2,1.0,0.34,30.56,175,Organic,3,Cluster 3
103748,51,Male,Canada,iOS,2.0,10,7.08,60.57,9,6,4,18,0,0,10,Free,9,2,1,5.0,0.32,79.48,38,Organic,1,Cluster 1
103749,58,Male,India,Android,2.0,10,21.3,37.88,12,6,2,20,1,1,23,Basic,3,2,3,3.0,0.55,73.76,948,Facebook Ads,2,Cluster 2
103750,46,Female,India,iOS,1.1,9,15.81,65.75,15,7,6,21,0,1,16,Basic,3,2,3,3.0,0.65,82.53,644,Google Ads,2,Cluster 2
103751,21,Male,India,iOS,2.0,6,12.22,62.25,15,3,2,8,0,0,12,Free,6,0,3,5.0,0.46,60.06,938,Facebook Ads,1,Cluster 1
103752,22,Male,UK,Web,1.0,8,9.77,43.93,15,4,5,17,0,0,32,Free,3,3,0,4.0,0.98,59.81,1158,Organic,1,Cluster 1
103753,28,Female,Canada,Android,1.0,6,20.03,32.32,10,8,1,4,1,0,12,Premium,3,5,1,3.0,0.09,57.21,762,Organic,0,Cluster 0
103754,38,Female,Singapore,iOS,1.2,7,11.52,57.05,12,8,6,8,0,0,44,Premium,11,4,2,4.0,0.6,72.33,778,Google Ads,1,Cluster 1
103755,52,Male,USA,Web,1.2,8,3.76,32.8,12,2,3,10,0,0,25,Free,7,1,0,4.0,0.41,79.96,197,Facebook Ads,1,Cluster 1
103756,29,Male,UK,Android,1.1,14,14.04,61.49,8,8,4,18,0,2,16,Premium,7,0,2,2.0,0.6,88.98,1073,Email Campaign,2,Cluster 2
103757,43,Male,USA,Android,2.0,13,1.51,41.48,13,3,5,13,0,0,26,Free,5,4,2,3.0,0.9,47.05,841,Organic,3,Cluster 3
103758,36,Female,India,Android,1.0,8,28.39,81.37,16,2,1,8,1,1,36,Free,6,5,1,2.0,0.42,82.15,295,Google Ads,2,Cluster 2
103759,24,Female,India,Android,1.0,6,25.93,43.17,12,4,5,8,0,1,27,Basic,5,0,0,3.0,0.62,77.18,778,Organic,2,Cluster 2
103760,24,Male,Germany,Android,1.1,12,12.24,55.84,13,4,2,8,0,0,21,Premium,3,2,4,2.0,0.55,47.64,1037,Organic,3,Cluster 3
